queryID,n_prune_user,n_result_user,n_refine_user,ip_cost,io_cost,total_time,memory_index_time,io_time
       930,   2511510,       100,         0,   2511610,         0,      0.06,      0.05,      0.00
       931,   2511509,        96,         5,   4557825,         0,      0.08,      0.06,      0.00
       932,   2511510,       100,         0,   2511610,         0,      0.07,      0.05,      0.00
       933,   2511508,        96,         6,   4967068,         0,      0.08,      0.06,      0.00
       934,   2511510,       100,         0,   2511610,         0,      0.06,      0.05,      0.00
       935,   2511510,       100,         0,   2511610,         0,      0.07,      0.06,      0.00
       936,   2511510,       100,         0,   2511610,         0,      0.06,      0.05,      0.00
       937,   2511509,        98,         3,   3739339,         0,      0.08,      0.06,      0.00
       938,   2511509,        99,         2,   3330096,         0,      0.08,      0.05,      0.00
       939,   2511508,        98,         4,   4148582,         0,      0.08,      0.06,      0.00
       940,   2511510,       100,         0,   2511610,         0,      0.07,      0.06,      0.00
       941,   2511491,        31,        88,  38524994,         0,      0.20,      0.07,      0.00
       942,   2511501,        75,        34,  16425872,         0,      0.12,      0.06,      0.00
       943,   2511510,       100,         0,   2511610,         0,      0.06,      0.05,      0.00
       944,   2511508,        99,         3,   3739339,         0,      0.08,      0.05,      0.00
       945,   2511510,       100,         0,   2511610,         0,      0.07,      0.05,      0.00
       946,   2511510,       100,         0,   2511610,         0,      0.07,      0.06,      0.00
       947,   2511510,       100,         0,   2511610,         0,      0.07,      0.06,      0.00
       948,   2511509,        84,        17,   9468741,         0,      0.10,      0.06,      0.00
       949,   2511510,       100,         0,   2511610,         0,      0.07,      0.06,      0.00
       950,   2511507,        99,         4,   4148582,         0,      0.09,      0.06,      0.00
       951,   2511500,        99,        11,   7013283,         0,      0.09,      0.06,      0.00
       952,   2511401,        60,       149,  63488817,         0,      0.25,      0.05,      0.00
       953,   2511510,       100,         0,   2511610,         0,      0.07,      0.05,      0.00
       954,   2511337,        53,       220,  92545070,         0,      0.34,      0.05,      0.00
       955,   2511510,       100,         0,   2511610,         0,      0.07,      0.05,      0.00
