queryID,n_prune_user,n_result_user,n_refine_user,ip_cost,io_cost,total_time,memory_index_time,io_time
       794,   2189356,        95,         6,   3146967,         0,      0.29,      0.12,      0.00
       795,   2189355,        89,        13,   4264062,         0,      0.45,      0.11,      0.00
       796,   2186389,        66,      3002, 481263627,         0,     78.90,      0.10,      0.00
       797,   2189348,        92,        17,   4902402,         0,      0.58,      0.13,      0.00
       798,   2186237,        24,      3196, 512223117,         0,     82.47,      0.11,      0.00
       799,   2189354,        99,         4,   2827797,         0,      0.27,      0.15,      0.00
       800,   2189357,       100,         0,   2189457,         0,      0.17,      0.14,      0.00
       801,   2189150,        96,       211,  35861892,         0,      5.47,      0.13,      0.00
       802,   2189356,        99,         2,   2508627,         0,      0.18,      0.10,      0.00
       803,   2189354,        71,        32,   7296177,         0,      0.98,      0.11,      0.00
       804,   2189356,        97,         4,   2827797,         0,      0.23,      0.11,      0.00
       805,   2189354,        89,        14,   4423647,         0,      0.51,      0.13,      0.00
       806,   2189353,        98,         6,   3146967,         0,      0.27,      0.11,      0.00
       807,   2189354,        47,        56,  11126217,         0,      1.50,      0.12,      0.00
       808,   2189347,        94,        16,   4742817,         0,      0.52,      0.11,      0.00
       809,   2189357,       100,         0,   2189457,         0,      0.16,      0.13,      0.00
       810,   2189357,       100,         0,   2189457,         0,      0.13,      0.10,      0.00
       811,   2189351,        94,        12,   4104477,         0,      0.42,      0.12,      0.00
       812,   2189353,        98,         6,   3146967,         0,      0.28,      0.11,      0.00
       813,   2189357,       100,         0,   2189457,         0,      0.15,      0.12,      0.00
       814,   2189355,        98,         4,   2827797,         0,      0.18,      0.12,      0.00
       815,   2189357,       100,         0,   2189457,         0,      0.14,      0.11,      0.00
       816,   2189353,        98,         6,   3146967,         0,      0.27,      0.11,      0.00
       817,   2189316,        98,        43,   9051612,         0,      1.23,      0.12,      0.00
       818,   2189352,        81,        24,   6019497,         0,      0.76,      0.13,      0.00
       819,   2189356,        96,         5,   2987382,         0,      0.26,      0.12,      0.00
       820,   2189356,        97,         4,   2827797,         0,      0.24,      0.12,      0.00
       821,   2189303,        67,        87,  16073352,         0,      2.22,      0.12,      0.00
       822,   2189353,        94,        10,   3785307,         0,      0.40,      0.13,      0.00
       823,   2189351,        97,         9,   3625722,         0,      0.36,      0.12,      0.00
       824,   2189357,       100,         0,   2189457,         0,      0.14,      0.11,      0.00
       825,   2189357,       100,         0,   2189457,         0,      0.13,      0.10,      0.00
       826,   2189353,        86,        18,   5061987,         0,      0.60,      0.12,      0.00
       827,   2189357,       100,         0,   2189457,         0,      0.14,      0.12,      0.00
       828,   2189353,        71,        33,   7455762,         0,      0.96,      0.11,      0.00
       829,   2189354,        99,         4,   2827797,         0,      0.23,      0.11,      0.00
       830,   2189349,        99,         9,   3625722,         0,      0.36,      0.13,      0.00
       831,   2189357,       100,         0,   2189457,         0,      0.14,      0.11,      0.00
       832,   2189344,        85,        28,   6657837,         0,      0.83,      0.13,      0.00
       833,   2189356,        84,        17,   4902402,         0,      0.55,      0.13,      0.00
       834,   2189355,        69,        33,   7455762,         0,      0.94,      0.12,      0.00
       835,   2189357,       100,         0,   2189457,         0,      0.16,      0.12,      0.00
       836,   2189348,        78,        31,   7136592,         0,      0.91,      0.12,      0.00
       837,   2189356,        95,         6,   3146967,         0,      0.29,      0.12,      0.00
       838,   2189344,        38,        75,  14158332,         0,      2.09,      0.11,      0.00
       839,   2189220,         1,       236,  39851517,         0,      6.41,      0.12,      0.00
       840,   2189353,        98,         6,   3146967,         0,      0.31,      0.13,      0.00
       841,   2189357,       100,         0,   2189457,         0,      0.14,      0.11,      0.00
       842,   2189346,        77,        34,   7615347,         0,      1.00,      0.12,      0.00
       843,   2189357,       100,         0,   2189457,         0,      0.13,      0.10,      0.00
       844,   2189357,       100,         0,   2189457,         0,      0.14,      0.11,      0.00
       845,   2189356,        99,         2,   2508627,         0,      0.19,      0.12,      0.00
       846,   2189357,       100,         0,   2189457,         0,      0.14,      0.11,      0.00
       847,   2189347,        99,        11,   3944892,         0,      0.41,      0.12,      0.00
       848,   2189337,        86,        34,   7615347,         0,      0.96,      0.12,      0.00
       849,   2189355,        93,         9,   3625722,         0,      0.36,      0.12,      0.00
       850,   2189337,        98,        22,   5700327,         0,      0.67,      0.11,      0.00
       851,   2189335,        59,        63,  12243312,         0,      1.74,      0.12,      0.00
       852,   2189356,        99,         2,   2508627,         0,      0.19,      0.11,      0.00
       853,   2189353,        97,         7,   3306552,         0,      0.30,      0.11,      0.00
       854,   2189303,        96,        58,  11445387,         0,      1.47,      0.12,      0.00
       855,   2189331,         1,       125,  22137582,         0,      3.08,      0.12,      0.00
       856,   2189350,        97,        10,   3785307,         0,      0.41,      0.12,      0.00
       857,   2189357,       100,         0,   2189457,         0,      0.13,      0.11,      0.00
       858,   2189357,       100,         0,   2189457,         0,      0.14,      0.11,      0.00
       859,   2189242,        73,       142,  24850527,         0,      2.07,      0.12,      0.00
       860,   2189357,       100,         0,   2189457,         0,      0.14,      0.11,      0.00
       861,   2189351,        97,         9,   3625722,         0,      0.27,      0.12,      0.00
       862,   2189345,        96,        16,   4742817,         0,      0.34,      0.12,      0.00
       863,   2189354,        99,         4,   2827797,         0,      0.23,      0.12,      0.00
       864,   2189353,         0,       104,  18786297,         0,      2.30,      0.11,      0.00
       865,   2189355,        98,         4,   2827797,         0,      0.23,      0.11,      0.00
       866,   2189353,        97,         7,   3306552,         0,      0.31,      0.12,      0.00
       867,   2189356,        83,        18,   5061987,         0,      0.58,      0.12,      0.00
       868,   2189355,        93,         9,   3625722,         0,      0.36,      0.12,      0.00
       869,   2189353,        93,        11,   3944892,         0,      0.40,      0.12,      0.00
       870,   2189357,       100,         0,   2189457,         0,      0.14,      0.11,      0.00
       871,   2189295,        81,        81,  15115842,         0,      2.26,      0.12,      0.00
       872,   2189356,        97,         4,   2827797,         0,      0.24,      0.12,      0.00
       873,   2189355,        97,         5,   2987382,         0,      0.25,      0.11,      0.00
       874,   2189308,        75,        74,  13998747,         0,      2.07,      0.12,      0.00
       875,   2189356,        99,         2,   2508627,         0,      0.17,      0.10,      0.00
